boot10	2.52153558212	0.706716914007	0.149811856407	0.605120619621	0.0241062175116	0.372465541081	-583.640832496
boot6	2.73562259728	0.772864230779	0.0943806010892	0.624168851346	0.0177932302202	0.359189709464	-583.007528494
boot2	2.19843410635	0.687632843881	0.134365175264	0.529093469439	0.0217401929757	0.381002452542	-596.093177009
boot4	2.53787333314	0.73494229269	0.0770427412562	0.600845704439	0.0138276274716	0.338469485335	-617.552243854
boot8	2.50516233816	0.735261354542	0.0101280012416	0.605120933044	0.00189192854715	0.416707735283	-606.290193472
boot11	2.47770739881	0.701993771592	0.0369516318235	0.640401762707	0.00586119114465	0.330745176457	-558.997513461
boot3	2.70474901422	0.845059441754	0.0115676407303	0.700437622902	0.0021781917897	0.391373970542	-585.983320936
boot13	2.73300739947	0.894114212076	0.134857689945	0.748450918663	0.0251999142287	0.380448258479	-571.179219953
boot7	2.72068685041	0.756872904581	0.0838214138835	0.634568592739	0.0137010862964	0.395981960217	-572.293568319
boot1	2.46297456823	0.751577574019	0.152213402181	0.601907712596	0.0255691218204	0.393167314551	-610.045725567
boot9	2.42555822044	0.728245616425	0.0153201560324	0.569334639797	0.00262435264279	0.400179703306	-622.343872517
boot16	2.25207179911	0.751117923263	0.145240593182	0.605922000571	0.0255383342351	0.386530695989	-597.346228697
boot17	2.42687834176	0.773361577446	0.0772353538953	0.648944843508	0.0125297364167	0.375744118216	-579.252496326
boot18	2.09968931378	0.613264132712	0.0870791881751	0.515395773272	0.0141640965803	0.41269919898	-625.86504845
boot14	2.27927647709	0.74691489958	0.0107161557147	0.660233523863	0.00236372694433	0.39743532633	-621.606187091
boot19	2.24499992696	0.626449975848	0.100302817132	0.551085262736	0.0164539202125	0.405832688992	-608.77443043
boot12	2.23316260064	0.707602665869	0.13301956957	0.545517821023	0.0215380841616	0.386922855731	-605.855628894
boot24	2.25062319037	0.646280526339	0.0324247040851	0.566089094048	0.00473239078887	0.333502271955	-599.785970549
boot26	2.55022701199	0.834292318149	0.0426370058736	0.686255868929	0.00813551764542	0.402208849876	-592.471540092
boot25	2.56215211495	0.779393019322	0.0115599343943	0.645533685575	0.00205777042978	0.403929946653	-609.222213202
boot5	2.11918883067	0.627343849914	0.0109981334226	0.587246203669	0.00192094111605	0.384756653805	-597.287074623
boot28	2.19620114765	0.740458482231	0.15237964606	0.554799728896	0.0233317772668	0.37228278775	-611.84570276
boot23	1.9386048128	0.611500608532	0.155747211849	0.488556509993	0.0258853919413	0.3516163508	-626.608963407
boot22	2.80888652965	0.855466358662	0.0412054161282	0.69479435972	0.00776845898181	0.365358460861	-596.712097438
boot33	2.4766862322	0.699663547237	0.0108386733972	0.592538594686	0.00191909001463	0.398208591679	-579.877979842
boot32	2.38868585568	0.800538951485	0.0868401442781	0.644687619983	0.0126498889195	0.342144603711	-592.865602901
boot21	2.50802146782	0.978488801008	0.0653294597531	0.76656635624	0.0115377576213	0.381180990307	-568.198018909
boot27	2.60419781996	0.849611457527	0.0355137890416	0.686996164096	0.00586997599012	0.389846307321	-574.08005326
boot31	2.49549824289	0.815702974158	0.0113297473995	0.680557965359	0.00193435358898	0.39742123113	-584.687449183
boot35	2.67823774553	0.643126076904	0.0106035534692	0.586137356516	0.00205230431655	0.430512401048	-611.985327478
boot34	2.27654740308	0.737474016859	0.148288755615	0.589948398289	0.0263559742515	0.375700502548	-602.779097074
boot37	2.58188224857	0.817106540891	0.0130700373017	0.656707922513	0.00227041234421	0.384296370298	-574.260280496
boot40	2.73938661824	0.733882666154	0.140201604848	0.65582139854	0.0238888766543	0.387502262707	-578.972467798
boot29	2.2114233397	0.647339719878	0.0673979631451	0.583695367815	0.012406299161	0.405782476846	-591.174549832
boot15	2.41904716202	0.705747266217	0.0203719410727	0.607905744959	0.00378057479262	0.387933952054	-610.786644422
boot36	2.4472142391	0.691967800787	0.165312258879	0.569129562781	0.0221199525535	0.357769690831	-592.896945782
