boot6	2.86869802947	0.713742793528	0.0908201165259	0.717429989649	0.0667558000545	0.00476149985407	6.32310141743	1.61899845122	19.9706866323	-570.190008385
boot10	2.75570613079	0.681561787814	0.11385195909	0.755368487771	0.140896155654	0.208399776868	8.50006292456	1.182276528	16.118166271	-568.24065986
boot2	2.36816473114	0.633290989961	0.121118804101	0.640048684472	0.0901775875531	0.0854656314528	7.23180715501	1.6728489055	15.7203932624	-580.880431346
boot8	2.59540312128	0.688508145827	0.047567027048	0.741206904274	0.0792065853113	0.193587783587	19.9639010805	1.9150582539	31.7620316883	-591.579204803
boot4	2.81012829157	0.676396202511	0.044097936829	0.751340002557	0.0934062601956	0.0761894891688	19.8329551723	2.25898964231	39.5733428991	-584.403508527
boot11	2.51650254816	0.684386292096	0.0660261457857	0.672380309056	0.109884695062	0.280925705776	13.2726253705	0.769251275755	29.5975619919	-558.065242407
boot3	3.17634960295	0.837252615916	0.0570061836973	1.03968010455	0.226406981316	0.166181497547	15.6418179095	1.30010687802	25.1034882529	-552.370288299
boot7	2.85504009017	0.719674317012	0.114424713741	0.442552315741	0.534956309736	0.140733713978	9.06022963308	0.694187414392	14.4101838691	-562.311796066
boot13	2.92816088912	0.831190585207	0.143341285651	0.647650160438	0.439453033541	0.0748609820608	5.79875295928	0.663831655993	10.4585073798	-562.994684258
boot1	2.52870418588	0.714978668894	0.0993967170643	0.517485832057	0.233633466712	0.0620281402284	10.0999280483	0.648342021213	17.4018681794	-601.824371712
boot9	2.66431962357	0.633970139199	0.0707186740561	0.704175808886	0.222317965373	0.118995875862	14.6662915228	1.66233840426	22.5588365112	-596.038783549
boot16	2.50752480803	0.716471249187	0.129635222969	0.728265636965	0.226975373691	0.174601707626	7.25616138005	1.01385163602	12.1591470616	-579.950315699
boot17	2.63639056646	0.722168582321	0.0776075583014	0.762586307532	0.140457190794	0.0890620559053	12.9638599386	1.28198198534	22.4047749505	-562.10599574
boot14	2.50656170505	0.70722808389	0.0375438826766	0.830061680401	0.0953431650833	0.165186722309	19.7972897622	1.67951464418	30.7209524129	-599.464410984
boot18	2.25026475276	0.596523232824	0.0820969237041	0.672293647662	0.14077299552	0.356524505027	13.709452121	1.39438902585	20.8651226199	-603.219830523
boot19	2.36143836129	0.625610635397	0.150635277712	0.765150049584	0.0938642570884	0.626253519002	4.9610253543	1.44117817275	12.9212161702	-584.757823691
boot12	2.49223356499	0.579938136778	0.142794952295	0.600742713276	0.295570518747	0.0279362836584	7.5087299508	1.6450937481	13.3866438974	-578.445821787
boot24	2.49245373018	0.537471904814	0.0702494321084	0.632464080149	0.210174537577	0.0231692340339	14.576519644	1.86025274	29.9496891777	-574.561604452
boot26	2.67775276972	0.783559376366	0.0819955891141	0.823357999162	0.0533276173375	0.0633781027554	7.35960306229	1.89745761043	21.4506895163	-576.376784519
boot25	2.7722436001	0.777118982808	0.0538213085833	0.719469086591	0.184899873335	0.177657103998	18.9953235343	0.932462484398	28.5811047606	-592.203635524
boot5	2.4599599167	0.576375917461	0.0471743398922	0.76547217557	0.222077407166	0.118811585338	19.9319197044	1.4970831166	32.5592578356	-575.568203115
boot28	2.38693771976	0.66737665724	0.087598133686	0.667436180265	0.0857305589778	0.00327265450476	12.2935897367	1.91357129793	23.2405737174	-594.728983237
boot22	3.10897576233	0.829738240265	0.0402807629068	0.86993119068	0.113505217331	0.194601001785	19.7855371988	1.51470208403	34.839724035	-578.961722144
boot23	2.09497393888	0.537683535673	0.132034609847	0.175204338006	0.628746486605	0.139566772023	6.70030568966	1.10513823233	12.6158929848	-614.478198305
